epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,2009.43,0.84787,0.44291,0.00438,0.93412,0.93321,0.96987,0.78849,0.76374,0.3356,0.00475,0.000278702,0.000278702,0.000278702
69,2038.83,0.83961,0.42535,0.00438,0.95027,0.94076,0.97661,0.79222,0.76252,0.30699,0.00474,0.000276638,0.000276638,0.000276638
70,2068.02,0.8382,0.42145,0.00444,0.9476,0.94112,0.97343,0.79102,0.76505,0.31651,0.00476,0.000274574,0.000274574,0.000274574
71,2097.49,0.831,0.42024,0.00428,0.95215,0.93901,0.974,0.79674,0.75478,0.31192,0.0047,0.000272509,0.000272509,0.000272509
72,2127.2,0.82757,0.4133,0.0042,0.94901,0.93856,0.97245,0.79707,0.75157,0.32205,0.00469,0.000270445,0.000270445,0.000270445
73,2156.51,0.8307,0.41207,0.0043,0.94652,0.92177,0.96612,0.78767,0.76253,0.33679,0.00474,0.000268381,0.000268381,0.000268381
74,2185.86,0.83067,0.41234,0.00426,0.94002,0.93557,0.96802,0.79191,0.75328,0.32973,0.00469,0.000266317,0.000266317,0.000266317
75,2215.13,0.82876,0.42012,0.00429,0.95015,0.93627,0.9748,0.79633,0.75339,0.31748,0.00469,0.000264253,0.000264253,0.000264253
76,2244.47,0.82057,0.40878,0.00434,0.94511,0.93624,0.97467,0.79682,0.75566,0.316,0.00469,0.000262189,0.000262189,0.000262189
77,2273.79,0.82641,0.40481,0.00426,0.95294,0.93959,0.97146,0.79071,0.76089,0.32076,0.00473,0.000260125,0.000260125,0.000260125
78,2303.18,0.81628,0.39223,0.00427,0.93671,0.94733,0.97292,0.79375,0.75759,0.31454,0.0047,0.00025806,0.00025806,0.00025806
79,2332.7,0.82196,0.40944,0.00418,0.94464,0.94204,0.97174,0.79206,0.75482,0.31764,0.00469,0.000255996,0.000255996,0.000255996
80,2362.05,0.82423,0.40535,0.0043,0.94797,0.94734,0.97776,0.79499,0.7639,0.30716,0.00474,0.000253932,0.000253932,0.000253932
81,2391.46,0.81944,0.40252,0.0042,0.96408,0.9434,0.97996,0.7997,0.75869,0.30707,0.00472,0.000251868,0.000251868,0.000251868
82,2420.84,0.80726,0.38993,0.00414,0.94768,0.95074,0.97688,0.79398,0.76351,0.31029,0.00475,0.000249804,0.000249804,0.000249804
83,2450.17,0.8215,0.40011,0.00427,0.95919,0.93459,0.9773,0.80047,0.75233,0.30711,0.00469,0.00024774,0.00024774,0.00024774
84,2479.99,0.80713,0.39289,0.00416,0.95007,0.9389,0.97685,0.79747,0.75828,0.31158,0.00472,0.000245676,0.000245676,0.000245676
85,2509.31,0.81004,0.40112,0.00416,0.95394,0.92999,0.97438,0.79458,0.75524,0.31614,0.00468,0.000243611,0.000243611,0.000243611
86,2538.64,0.80692,0.39078,0.00428,0.95369,0.94858,0.97647,0.79827,0.75583,0.30857,0.00468,0.000241547,0.000241547,0.000241547
87,2568.03,0.80038,0.38806,0.00418,0.95238,0.94533,0.97567,0.80029,0.75066,0.30731,0.00466,0.000239483,0.000239483,0.000239483
88,2597.32,0.8005,0.38387,0.00421,0.94983,0.94917,0.97822,0.80172,0.75322,0.30669,0.00467,0.000237419,0.000237419,0.000237419
89,2626.69,0.80573,0.38342,0.00419,0.95233,0.94031,0.97339,0.79819,0.75301,0.31434,0.00468,0.000235355,0.000235355,0.000235355
90,2656,0.79466,0.37486,0.00409,0.95344,0.94281,0.97695,0.79819,0.75644,0.31582,0.00469,0.000233291,0.000233291,0.000233291
91,2685.44,0.79357,0.37821,0.0041,0.95545,0.94,0.97205,0.7958,0.7507,0.31912,0.00466,0.000231226,0.000231226,0.000231226
92,2714.88,0.80284,0.38658,0.00408,0.94823,0.94838,0.97362,0.79705,0.7538,0.31741,0.00467,0.000229162,0.000229162,0.000229162
93,2744.37,0.79298,0.3781,0.00408,0.95302,0.94793,0.97621,0.80062,0.74895,0.30989,0.00464,0.000227098,0.000227098,0.000227098
94,2773.7,0.79788,0.37249,0.00414,0.96434,0.939,0.97994,0.79985,0.75291,0.30147,0.00467,0.000225034,0.000225034,0.000225034
95,2803.03,0.78344,0.36762,0.00404,0.94784,0.94888,0.97697,0.79929,0.75762,0.30726,0.0047,0.00022297,0.00022297,0.00022297
96,2832.5,0.79488,0.38075,0.00412,0.96152,0.93574,0.97629,0.79536,0.75492,0.31149,0.00468,0.000220906,0.000220906,0.000220906
97,2862.16,0.78809,0.36508,0.00415,0.96038,0.94517,0.97976,0.79976,0.75493,0.30178,0.00469,0.000218842,0.000218842,0.000218842
98,2891.89,0.79042,0.37245,0.00412,0.95525,0.94873,0.97715,0.79901,0.75328,0.30234,0.00468,0.000216777,0.000216777,0.000216777
99,2921.24,0.78044,0.37427,0.00406,0.95122,0.946,0.97412,0.79552,0.75289,0.31168,0.00467,0.000214713,0.000214713,0.000214713
100,2950.55,0.77714,0.36923,0.00409,0.9671,0.93938,0.97847,0.79795,0.75762,0.3051,0.00471,0.000212649,0.000212649,0.000212649
101,2979.88,0.78895,0.37434,0.00407,0.96319,0.9474,0.97395,0.79577,0.75159,0.31126,0.00466,0.000210585,0.000210585,0.000210585
102,3009.17,0.78185,0.37088,0.00403,0.95421,0.94814,0.97457,0.79849,0.75127,0.31263,0.00467,0.000208521,0.000208521,0.000208521
103,3038.54,0.78093,0.36359,0.00402,0.95718,0.94737,0.97302,0.79514,0.75019,0.31521,0.00466,0.000206457,0.000206457,0.000206457
104,3067.92,0.77549,0.36273,0.00396,0.95954,0.95077,0.97666,0.80088,0.747,0.30012,0.00463,0.000204393,0.000204393,0.000204393
105,3097.4,0.772,0.35645,0.00394,0.95862,0.945,0.97474,0.79823,0.7496,0.30398,0.00464,0.000202328,0.000202328,0.000202328
106,3126.74,0.77742,0.35951,0.00404,0.95579,0.94917,0.97936,0.7997,0.74612,0.30136,0.00463,0.000200264,0.000200264,0.000200264
107,3156.02,0.77361,0.35821,0.00398,0.9623,0.94502,0.97861,0.80275,0.74456,0.30745,0.00462,0.0001982,0.0001982,0.0001982
108,3185.49,0.77418,0.35197,0.00403,0.95761,0.94929,0.97882,0.80113,0.75079,0.30735,0.00466,0.000196136,0.000196136,0.000196136
109,3215.05,0.77137,0.34463,0.00394,0.9634,0.9429,0.97824,0.80496,0.74763,0.30665,0.00464,0.000194072,0.000194072,0.000194072
110,3244.45,0.76594,0.35359,0.00391,0.96062,0.94809,0.98053,0.80704,0.74527,0.29698,0.00462,0.000192008,0.000192008,0.000192008
111,3273.96,0.76579,0.35305,0.00392,0.96392,0.94006,0.97663,0.7999,0.74592,0.30383,0.00463,0.000189943,0.000189943,0.000189943
112,3303.23,0.76663,0.35203,0.00396,0.95625,0.94776,0.97647,0.79916,0.75002,0.30655,0.00465,0.000187879,0.000187879,0.000187879
113,3332.73,0.76428,0.351,0.00392,0.95483,0.94653,0.97504,0.7964,0.75128,0.30831,0.00466,0.000185815,0.000185815,0.000185815
114,3362.01,0.77332,0.36167,0.00399,0.96662,0.94339,0.97901,0.80342,0.74711,0.29627,0.00463,0.000183751,0.000183751,0.000183751
115,3391.31,0.76426,0.34917,0.00395,0.96122,0.95229,0.97923,0.80268,0.74925,0.2969,0.00465,0.000181687,0.000181687,0.000181687
116,3420.84,0.76294,0.35364,0.00388,0.95842,0.9522,0.97901,0.80093,0.74991,0.30097,0.00464,0.000179623,0.000179623,0.000179623
117,3450.2,0.76099,0.34474,0.00389,0.96532,0.9429,0.98043,0.8023,0.74504,0.29399,0.00462,0.000177559,0.000177559,0.000177559
118,3479.61,0.76211,0.34586,0.00392,0.9587,0.94605,0.97948,0.80371,0.74403,0.30708,0.0046,0.000175494,0.000175494,0.000175494
119,3508.99,0.75026,0.34696,0.00391,0.95559,0.94972,0.97652,0.79963,0.74522,0.31533,0.00461,0.00017343,0.00017343,0.00017343
120,3538.31,0.76525,0.35159,0.00396,0.95933,0.94757,0.9784,0.79993,0.74482,0.30545,0.00461,0.000171366,0.000171366,0.000171366
121,3568.27,0.75702,0.34725,0.00389,0.95057,0.95154,0.97814,0.80291,0.74396,0.3069,0.00462,0.000169302,0.000169302,0.000169302
122,3597.68,0.75279,0.34051,0.00386,0.96391,0.9473,0.98062,0.80651,0.73849,0.29825,0.00458,0.000167238,0.000167238,0.000167238
123,3627.12,0.75822,0.34271,0.00384,0.96188,0.94783,0.98073,0.8034,0.74311,0.3016,0.00459,0.000165174,0.000165174,0.000165174
124,3656.61,0.75463,0.33897,0.00384,0.95327,0.94417,0.97694,0.80283,0.74296,0.3068,0.0046,0.00016311,0.00016311,0.00016311
125,3685.89,0.74975,0.33919,0.00388,0.95363,0.94764,0.97866,0.80292,0.74322,0.30366,0.0046,0.000161045,0.000161045,0.000161045
126,3715.3,0.74262,0.33379,0.00384,0.95618,0.94851,0.978,0.80439,0.74302,0.30051,0.0046,0.000158981,0.000158981,0.000158981
127,3744.6,0.75855,0.34133,0.00383,0.96737,0.94765,0.98146,0.80574,0.74304,0.29302,0.0046,0.000156917,0.000156917,0.000156917
128,3774.08,0.75297,0.3347,0.0039,0.95681,0.95405,0.98136,0.80667,0.74313,0.29511,0.00461,0.000154853,0.000154853,0.000154853
129,3803.44,0.75218,0.3403,0.00384,0.95885,0.9476,0.97923,0.80546,0.73915,0.29892,0.00458,0.000152789,0.000152789,0.000152789
130,3832.67,0.74589,0.33959,0.00383,0.96346,0.94046,0.97859,0.80413,0.7429,0.30013,0.0046,0.000150725,0.000150725,0.000150725
131,3862.15,0.75153,0.34163,0.00386,0.9575,0.95173,0.97874,0.80424,0.73874,0.29599,0.00458,0.00014866,0.00014866,0.00014866
132,3891.53,0.74649,0.33621,0.0039,0.96222,0.95217,0.98079,0.80341,0.74468,0.2917,0.00461,0.000146596,0.000146596,0.000146596
133,3921.43,0.74686,0.33536,0.00382,0.9601,0.95685,0.98084,0.80642,0.73839,0.29484,0.00457,0.000144532,0.000144532,0.000144532
134,3951.09,0.74628,0.33566,0.00381,0.96382,0.95051,0.9815,0.80548,0.74289,0.29221,0.0046,0.000142468,0.000142468,0.000142468
135,3980.38,0.75125,0.33482,0.00381,0.96345,0.95417,0.98083,0.80528,0.7428,0.29116,0.0046,0.000140404,0.000140404,0.000140404
136,4009.83,0.73489,0.33446,0.0038,0.96329,0.95878,0.98214,0.80679,0.74081,0.28651,0.00459,0.00013834,0.00013834,0.00013834
137,4039.16,0.73999,0.32765,0.00377,0.97035,0.94655,0.98278,0.80763,0.74331,0.2933,0.00461,0.000136276,0.000136276,0.000136276
138,4068.59,0.73787,0.32858,0.00381,0.96481,0.94851,0.98133,0.80574,0.74121,0.29861,0.0046,0.000134211,0.000134211,0.000134211
139,4097.91,0.73599,0.32579,0.00387,0.96601,0.94622,0.98006,0.8044,0.74065,0.29789,0.00459,0.000132147,0.000132147,0.000132147
140,4127.18,0.73509,0.32951,0.00381,0.95894,0.95378,0.98295,0.80875,0.74254,0.29115,0.0046,0.000130083,0.000130083,0.000130083
141,4156.69,0.7339,0.32198,0.00372,0.9653,0.9499,0.98282,0.81215,0.74239,0.29567,0.00461,0.000128019,0.000128019,0.000128019
142,4186.08,0.73364,0.32976,0.00377,0.96894,0.94444,0.98134,0.81022,0.74111,0.29566,0.00459,0.000125955,0.000125955,0.000125955
143,4215.45,0.73218,0.3289,0.0038,0.96883,0.95148,0.98325,0.81103,0.74085,0.2888,0.00459,0.000123891,0.000123891,0.000123891
144,4244.72,0.73532,0.32675,0.00376,0.96883,0.95135,0.98201,0.80968,0.73959,0.28939,0.00459,0.000121827,0.000121827,0.000121827
145,4274.3,0.73219,0.32104,0.00372,0.96955,0.95666,0.98125,0.80932,0.73723,0.28919,0.00457,0.000119762,0.000119762,0.000119762
146,4303.99,0.72604,0.32769,0.00372,0.96672,0.95823,0.98051,0.80967,0.73682,0.29081,0.00458,0.000117698,0.000117698,0.000117698
147,4333.35,0.72801,0.32121,0.00371,0.96606,0.95979,0.98312,0.81222,0.73418,0.28244,0.00456,0.000115634,0.000115634,0.000115634
148,4362.7,0.73313,0.3265,0.00374,0.96811,0.95975,0.98258,0.81055,0.73838,0.28522,0.00458,0.00011357,0.00011357,0.00011357
149,4392.21,0.71948,0.32366,0.00373,0.97067,0.95365,0.98286,0.81075,0.73763,0.28558,0.00458,0.000111506,0.000111506,0.000111506
150,4421.67,0.72412,0.31182,0.00373,0.97003,0.95536,0.98357,0.81126,0.73799,0.28111,0.00457,0.000109442,0.000109442,0.000109442
151,4451.04,0.73214,0.32181,0.00376,0.97248,0.95371,0.98345,0.81027,0.73783,0.28121,0.00457,0.000107378,0.000107378,0.000107378
152,4480.52,0.7336,0.31633,0.0037,0.96705,0.95428,0.98198,0.80935,0.73882,0.28464,0.00458,0.000105313,0.000105313,0.000105313
153,4510.09,0.72256,0.32056,0.00371,0.96865,0.95703,0.9818,0.80971,0.73888,0.28329,0.00458,0.000103249,0.000103249,0.000103249
154,4539.59,0.72804,0.32737,0.00377,0.97415,0.95384,0.98184,0.80976,0.73708,0.28823,0.00457,0.000101185,0.000101185,0.000101185
155,4569.01,0.72126,0.32078,0.00363,0.97003,0.95371,0.98117,0.80847,0.73802,0.28811,0.00457,9.91209e-05,9.91209e-05,9.91209e-05
156,4598.39,0.72439,0.31914,0.00366,0.96706,0.95388,0.98085,0.8062,0.73772,0.28955,0.00457,9.70567e-05,9.70567e-05,9.70567e-05
157,4627.79,0.71851,0.31336,0.00375,0.96665,0.95629,0.98097,0.80694,0.7405,0.29415,0.00459,9.49926e-05,9.49926e-05,9.49926e-05
158,4657.8,0.713,0.31597,0.00366,0.96918,0.955,0.98206,0.80898,0.74067,0.29061,0.00459,9.29284e-05,9.29284e-05,9.29284e-05
159,4687.16,0.71217,0.31889,0.00369,0.96896,0.95219,0.9819,0.80908,0.7418,0.29373,0.0046,9.08643e-05,9.08643e-05,9.08643e-05
160,4716.58,0.71945,0.31396,0.00371,0.96935,0.95575,0.98194,0.80964,0.73947,0.28695,0.00459,8.88001e-05,8.88001e-05,8.88001e-05
161,4745.9,0.71316,0.31426,0.00361,0.96704,0.9518,0.98126,0.80914,0.74056,0.29136,0.00459,8.6736e-05,8.6736e-05,8.6736e-05
162,4775.26,0.7183,0.31096,0.00368,0.9671,0.95198,0.98071,0.80858,0.73834,0.29363,0.00457,8.46718e-05,8.46718e-05,8.46718e-05
163,4804.59,0.71121,0.31147,0.00365,0.96894,0.94917,0.98041,0.80813,0.73938,0.29436,0.00458,8.26077e-05,8.26077e-05,8.26077e-05
164,4833.9,0.71336,0.31341,0.00368,0.9689,0.95149,0.98137,0.80835,0.74123,0.29236,0.00459,8.05436e-05,8.05436e-05,8.05436e-05
165,4863.4,0.71787,0.31435,0.00364,0.96521,0.9539,0.98102,0.80794,0.74076,0.29113,0.00459,7.84794e-05,7.84794e-05,7.84794e-05
